"customer_id","product_id","order_id","order_details_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer","customer_name","customer_segment"
"718","1414","CA-2015-100895","33","2","0","3","0.31","9","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies","Art","Sanford","Stewart Visinsky","Consumer"
"718","1103","CA-2015-100895","34","3","0","67","0.28","240","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","Mophie Juice Pack Helium for iPhone","Technology","Phones","Other","Stewart Visinsky","Consumer"
"718","866","CA-2015-100895","35","2","0","107","0.3","357","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","Hot File 7-Pocket, Floor Stand","Office Supplies","Storage","Other","Stewart Visinsky","Consumer"
"284","1417","CA-2015-100916","36","1","0","1","0.31","3","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","SANFORD Liquid Accent Tank-Style Highlighters","Office Supplies","Art","Sanford","Frank Hawley","Corporate"
"284","557","CA-2015-100916","37","5","0","10","0.05","195","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","Eldon Base for stackable storage shelf, platinum","Office Supplies","Storage","Eldon","Frank Hawley","Corporate"
"284","820","CA-2015-100916","38","4","0","112","0.19","591","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","Hon 2111 Invitation Series Straight Table","Furniture","Tables","Hon","Frank Hawley","Corporate"
"223","1678","CA-2015-100972","39","3","0","80","0.48","166","2015-11-19 00:00:00","Salt Lake City","Utah","West","United States","84106","2015-11-24 00:00:00","Second Class","Xerox 1888","Office Supplies","Paper","Xerox","Dennis Bolton","Home Office"
"504","1502","CA-2015-101147","40","1","0.8","-6","-2.65","2","2015-12-02 00:00:00","Chicago","Illinois","Central","United States","60623","2015-12-04 00:00:00","First Class","Staple holder","Office Supplies","Appliances","Staple holder","Matt Collins","Consumer"
"196","53","CA-2015-101175","41","6","0.2","-1","-0.01","101","2015-12-09 00:00:00","Mesa","Arizona","West","United States","85204","2015-12-14 00:00:00","Standard Class","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","Acco","Dario Medina","Corporate"
"527","1689","CA-2015-101266","42","2","0","6","0.48","13","2015-08-27 00:00:00","Springfield","Virginia","South","United States","22153","2015-08-30 00:00:00","Second Class","Xerox 1898","Office Supplies","Paper","Xerox","Michael Moore","Consumer"
"734","999","CA-2015-101364","43","13","0.2","100","0.34","297","2015-12-22 00:00:00","New York City","New York","East","United States","10011","2015-12-26 00:00:00","Standard Class","Lock-Up Easel 'Spel-Binder'","Office Supplies","Binders","Other","Tamara Willingham","Home Office"
"42","112","CA-2015-101392","44","7","0","70","0.26","269","2015-12-07 00:00:00","Seattle","Washington","West","United States","98103","2015-12-13 00:00:00","Standard Class","Advantus Rolling Drawer Organizers","Office Supplies","Storage","Advantus","Ann Steele","Home Office"
"37","590","CA-2015-101427","45","3","0.2","1","0.14","8","2015-12-26 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-12-30 00:00:00","Standard Class","Eldon Spacemaker Box, Quick-Snap Lid, Clear","Office Supplies","Art","Eldon","Andy Yotov","Corporate"
"82","727","CA-2015-101462","46","4","0","28","0.46","60","2015-04-20 00:00:00","Los Angeles","California","West","United States","90045","2015-04-25 00:00:00","Standard Class","GE 4 Foot Flourescent Tube, 40 Watt","Furniture","Furnishings","GE","Benjamin Patterson","Consumer"
"698","605","CA-2015-101476","47","1","0","30","0.43","70","2015-09-12 00:00:00","New Rochelle","New York","East","United States","10801","2015-09-13 00:00:00","First Class","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Technology","Machines","Epson","Shirley Daniels","Home Office"
"149","475","CA-2015-101560","48","4","0","4","0.33","13","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","Crayola Colored Pencils","Office Supplies","Art","Crayola","Chris Selesnick","Corporate"
"149","715","CA-2015-101560","49","3","0","22","0.49","46","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","GBC","Chris Selesnick","Corporate"
"149","1728","CA-2015-101560","50","7","0","40","0.47","86","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","Xerox 1933","Office Supplies","Paper","Xerox","Chris Selesnick","Corporate"
"149","559","CA-2015-101560","51","5","0","44","0.11","398","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","Eldon","Chris Selesnick","Corporate"
"539","147","CA-2015-101602","52","3","0.2","-9","-0.23","41","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other","Mick Crebagga","Consumer"
"539","996","CA-2015-101602","53","5","0.3","-22","-0.03","763","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","Chairs","Other","Mick Crebagga","Consumer"
"415","257","CA-2015-101770","54","1","0.7","-1","-0.7","2","2015-03-31 00:00:00","Miami","Florida","South","United States","33180","2015-04-04 00:00:00","Standard Class","Avery Hole Reinforcements","Office Supplies","Binders","Avery","Karen Bern","Corporate"
"283","1475","CA-2015-101833","55","3","0","17","0.5","34","2015-11-17 00:00:00","New York City","New York","East","United States","10024","2015-11-22 00:00:00","Second Class","Southworth 100% Cotton The Best Paper","Office Supplies","Paper","Southworth","Frank Gastineau","Home Office"
"757","1445","CA-2015-101931","56","2","0","0","0.01","6","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies","Supplies","Other","Todd Sumrall","Corporate"
"757","260","CA-2015-101931","57","2","0.2","2","0.31","7","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","Avery Non-Stick Binders","Office Supplies","Binders","Avery","Todd Sumrall","Corporate"
"757","583","CA-2015-101931","58","5","0","38","0.27","141","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","Eldon Portable Mobile Manager","Office Supplies","Storage","Eldon","Todd Sumrall","Corporate"
"757","1307","CA-2015-101931","59","2","0","14","0.03","481","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","Premier Automatic Letter Opener","Office Supplies","Supplies","Other","Todd Sumrall","Corporate"
"757","1196","CA-2015-101931","60","6","0.15","-36","-0.06","617","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","O'Sullivan Living Dimensions 2-Shelf Bookcases","Furniture","Bookcases","O'Sullivan","Todd Sumrall","Corporate"
"660","1572","CA-2015-102008","61","1","0","24","0.5","49","2015-09-30 00:00:00","New York City","New York","East","United States","10011","2015-10-04 00:00:00","Standard Class","Tops Green Bar Computer Printout Paper","Office Supplies","Paper","Other","Russell Applegate","Consumer"
"400","230","CA-2015-102085","62","4","0","14","0.47","29","2015-10-04 00:00:00","Seattle","Washington","West","United States","98115","2015-10-09 00:00:00","Standard Class","Avery 519","Office Supplies","Labels","Avery","Joy Daniels","Consumer"
"204","1137","CA-2015-102274","63","3","0","1","0.27","5","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","Newell 322","Office Supplies","Art","Newell","Dave Hallsten","Corporate"
"204","1001","CA-2015-102274","64","1","0","10","0.27","37","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","Logitech B530 USB Headset - headset - Full size, Binaural","Technology","Phones","Logitech","Dave Hallsten","Corporate"
"204","1483","CA-2015-102274","65","3","0","10","0.05","194","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions","Dave Hallsten","Corporate"
"204","1111","CA-2015-102274","66","6","0","302","0.48","629","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","Multicolor Computer Printout Paper","Office Supplies","Paper","Other","Dave Hallsten","Corporate"
"265","758","CA-2015-102295","67","1","0.2","-18","-0.15","121","2015-11-24 00:00:00","Sacramento","California","West","United States","95823","2015-11-26 00:00:00","Second Class","Global Leather & Oak Executive Chair, Burgundy","Furniture","Chairs","Global","Erica Hackney","Consumer"
"57","122","CA-2015-102330","68","6","0","44","0.5","89","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other","Arianne Irving","Consumer"
"57","884","CA-2015-102330","69","4","0.2","36","0.11","320","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","HTC One","Technology","Phones","HTC","Arianne Irving","Consumer"
"336","1746","CA-2015-102645","70","6","0","19","0.48","40","2015-01-23 00:00:00","Las Vegas","Nevada","West","United States","89115","2015-01-28 00:00:00","Standard Class","Xerox 195","Office Supplies","Paper","Xerox","Ionia McGrath","Consumer"
"37","1815","CA-2015-102652","71","3","0","9","0.48","19","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","Xerox 211","Office Supplies","Paper","Xerox","Andy Yotov","Corporate"
"37","393","CA-2015-102652","72","7","0","13","0.39","33","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","C-Line","Andy Yotov","Corporate"
"37","1735","CA-2015-102652","73","1","0","27","0.48","55","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","Xerox 194","Office Supplies","Paper","Xerox","Andy Yotov","Corporate"
"37","1537","CA-2015-102652","74","2","0","16","0.17","92","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","Furnishings","Tenex","Andy Yotov","Corporate"
"441","1507","CA-2015-102673","75","5","0.2","1","0.19","8","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","Staples","Office Supplies","Fasteners","Other","Ken Heidel","Corporate"
"441","1135","CA-2015-102673","76","3","0.2","1","0.09","10","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","Newell 320","Office Supplies","Art","Newell","Ken Heidel","Corporate"
"441","224","CA-2015-102673","77","12","0.2","16","0.33","48","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","Avery 513","Office Supplies","Labels","Avery","Ken Heidel","Corporate"
"441","435","CA-2015-102673","78","9","0.2","110","0.11","979","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","Cisco IP Phone 7961G VoIP phone - Dark gray","Technology","Phones","Cisco","Ken Heidel","Corporate"
"475","1814","CA-2015-102869","79","3","0.2","5","0.35","16","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","Xerox 210","Office Supplies","Paper","Xerox","Logan Currie","Consumer"
"475","1056","CA-2015-102869","80","3","0.2","5","0.29","17","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","Master Caster Door Stop, Large Neon Orange","Furniture","Furnishings","Master Caster","Logan Currie","Consumer"
"475","1363","CA-2015-102869","81","6","0.2","-5","-0.08","65","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","Other","Logan Currie","Consumer"
"475","1295","CA-2015-102869","82","1","0.4","-32","-0.23","136","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","Polycom SoundPoint IP 450 VoIP phone","Technology","Phones","Polycom","Logan Currie","Consumer"
"312","1754","CA-2015-102988","83","2","0","6","0.49","13","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","Xerox 1957","Office Supplies","Paper","Xerox","Greg Maxwell","Corporate"
"312","475","CA-2015-102988","84","7","0","8","0.33","23","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","Crayola Colored Pencils","Office Supplies","Art","Crayola","Greg Maxwell","Corporate"
"312","1136","CA-2015-102988","85","7","0","7","0.29","23","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","Newell 321","Office Supplies","Art","Newell","Greg Maxwell","Corporate"
"312","159","CA-2015-102988","86","1","0","8","0.29","29","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","AT&T CL82213","Technology","Phones","AT&T","Greg Maxwell","Corporate"
"312","1050","CA-2015-102988","87","5","0","83","0.02","4164","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","Martin Yale Chadless Opener Electric Letter Opener","Office Supplies","Supplies","Martin-Yale","Greg Maxwell","Corporate"
"18","421","CA-2015-103058","88","2","0","8","0.08","100","2015-07-23 00:00:00","New York City","New York","East","United States","10011","2015-07-24 00:00:00","First Class","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other","Alejandro Grove","Consumer"
"277","678","CA-2015-103086","89","2","0.6","-2","-0.3","5","2015-10-17 00:00:00","Houston","Texas","Central","United States","77095","2015-10-19 00:00:00","Second Class","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","Furnishings","G. E.","Evan Bailliet","Consumer"
"7","195","CA-2015-103100","90","1","0","2","0.47","4","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","Avery 487","Office Supplies","Labels","Avery","Adrian Barton","Consumer"
"7","898","CA-2015-103100","91","3","0","497","0.45","1104","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","Ibico Ibimaster 300 Manual Binding System","Office Supplies","Binders","Ibico","Adrian Barton","Consumer"
"785","1377","CA-2015-103191","92","3","0.2","-83","-0.25","332","2015-09-22 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-27 00:00:00","Standard Class","SAFCO Commercial Wire Shelving, Black","Office Supplies","Storage","SAFCO","Vivek Grady","Corporate"
"81","548","CA-2015-103219","93","9","0","21","0.38","57","2015-11-09 00:00:00","New York City","New York","East","United States","10035","2015-11-13 00:00:00","Standard Class","Eldon 200 Class Desk Accessories, Black","Furniture","Furnishings","Eldon","Benjamin Farhat","Home Office"
"311","1480","CA-2015-103310","94","2","0","19","0.48","40","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","Paper","Southworth","Greg Matthias","Consumer"
"311","75","CA-2015-103310","95","6","0","11","0.27","41","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","Acme","Greg Matthias","Consumer"
"311","846","CA-2015-103310","96","1","0.2","32","0.13","257","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","Hon Pagoda Stacking Chairs","Furniture","Chairs","Hon","Greg Matthias","Consumer"
"311","1629","CA-2015-103310","97","5","0.2","125","0.09","1432","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","Wilson Electronics DB Pro Signal Booster","Technology","Phones","Other","Greg Matthias","Consumer"
"234","1641","CA-2015-103317","98","5","0.7","-7","-0.7","10","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","Wilson Jones","Don Miller","Corporate"
"234","108","CA-2015-103317","99","2","0.2","5","0.28","20","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","Advantus","Don Miller","Corporate"
"234","1040","CA-2015-103317","100","3","0.2","16","0.08","213","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","Luxo Adjustable Task Clamp Lamp","Furniture","Furnishings","Luxo","Don Miller","Corporate"
"420","274","CA-2015-103331","101","1","0","2","0.46","3","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","Avoid Verbal Orders Carbonless Minifold Book","Office Supplies","Paper","Other","Karl Braun","Consumer"
"420","91","CA-2015-103331","102","4","0","4","0.38","11","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","Acrylic Self-Standing Desk Frames","Furniture","Furnishings","Other","Karl Braun","Consumer"
"420","1776","CA-2015-103331","103","3","0","8","0.49","17","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","Xerox 1978","Office Supplies","Paper","Xerox","Karl Braun","Consumer"
"265","1000","CA-2015-103366","104","5","0","66","0.44","150","2015-01-15 00:00:00","Roswell","Georgia","South","United States","30076","2015-01-17 00:00:00","First Class","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech","Erica Hackney","Consumer"
"117","144","CA-2015-103373","105","2","0.4","-169","-0.22","780","2015-05-18 00:00:00","Cleveland","Ohio","East","United States","44105","2015-05-24 00:00:00","Standard Class","Apple iPhone 5","Technology","Phones","Apple","Bruce Stewart","Consumer"
"303","1815","CA-2015-103401","106","2","0","6","0.48","13","2015-11-21 00:00:00","San Francisco","California","West","United States","94110","2015-11-26 00:00:00","Standard Class","Xerox 211","Office Supplies","Paper","Xerox","Georgia Rosenberg","Corporate"
"454","699","CA-2015-103429","107","2","0.2","9","0.35","26","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Office Supplies","Binders","GBC","Laurel Workman","Corporate"
"454","1744","CA-2015-103429","108","4","0","18","0.45","40","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class","Xerox 1948","Office Supplies","Paper","Xerox","Laurel Workman","Corporate"
